match_id,ElapsedTime,SetNo,P1GamesWon,P2GamesWon,SetWinner,GameNo,GameWinner,PointNumber,PointWinner,PointServer,Speed_KMH,Rally,P1Score,P2Score,P1Momentum,P2Momentum,P1PointsWon,P2PointsWon,P1Ace,P2Ace,P1Winner,P2Winner,P1DoubleFault,P2DoubleFault,P1UnfErr,P2UnfErr,P1NetPoint,P2NetPoint,P1NetPointWon,P2NetPointWon,P1BreakPoint,P2BreakPoint,P1BreakPointWon,P2BreakPointWon,P1FirstSrvIn,P2FirstSrvIn,P1FirstSrvWon,P2FirstSrvWon,P1SecondSrvIn,P2SecondSrvIn,P1SecondSrvWon,P2SecondSrvWon,P1ForcedError,P2ForcedError,History,Speed_MPH,P1BreakPointMissed,P2BreakPointMissed,ServeIndicator,Serve_Direction,Winner_FH,Winner_BH,ServingTo,P1TurningPoint,P2TurningPoint,ServeNumber,WinnerType,WinnerShotType,P1DistanceRun,P2DistanceRun
2015-usopen-1101,0:05:03,1,1,1,0,3,0,11,1,1,189,,15,15,,,6,5,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,11010,118,0,0,1,,,,,,,1,0,F,24.117,24.498
2015-usopen-1101,0:05:26,1,1,1,0,3,0,12,1,1,196,,30,15,,,7,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22020,122,0,0,1,,,,,,,1,0,0,24.275,25.161
2015-usopen-1101,0:05:47,1,1,1,0,3,0,13,1,1,193,,40,15,,,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,120,0,0,1,,,,,,,1,0,0,4.180,9.150
2015-usopen-1101,0:06:05,1,1,1,0,3,0,14,2,1,143,,40,30,,,8,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21010,89,0,0,1,,,,,,,2,0,F,7.516,8.783
2015-usopen-1101,0:06:37,1,2,1,0,3,1,15,1,1,148,,0,0,,,9,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,21032,92,0,0,2,,,,,,,1,0,0,47.572,49.593
2015-usopen-1101,0:08:33,1,2,1,0,4,0,16,1,2,148,,15,0,,,10,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,92,0,0,2,,,,,,,2,0,0,64.308,35.899
2015-usopen-1101,0:09:15,1,2,1,0,4,0,17,1,2,148,,30,0,,,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,92,0,0,2,,,,,,,2,0,0,39.491,52.198
2015-usopen-1101,0:09:54,1,2,1,0,4,0,18,1,2,194,,40,0,,,12,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,121,0,0,2,,,,,,,1,0,0,31.063,17.615
2015-usopen-1101,0:10:16,1,3,1,0,4,1,19,1,2,202,,0,0,,,13,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,,,,,,,,,,,22421,126,1,0,1,,,,,,,1,0,0,110.052,74.304
2015-usopen-1101,0:11:04,1,3,1,0,5,0,20,1,1,170,,15,0,,,14,6,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,11010,106,0,0,1,,,,,,,1,0,F,26.657,24.186
2015-usopen-1101,0:11:25,1,3,1,0,5,0,21,2,1,160,,15,15,,,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,100,0,0,1,,,,,,,1,0,0,98.041,113.720
2015-usopen-1101,0:12:11,1,3,1,0,5,0,22,2,1,167,,15,30,,,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030,104,0,0,1,,,,,,,2,0,0,50.358,49.957
2015-usopen-1101,0:12:55,1,3,1,0,5,0,23,1,1,186,,30,30,,,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,116,0,0,1,,,,,,,1,0,0,38.688,41.115
2015-usopen-1101,0:13:24,1,3,1,0,5,0,24,1,1,173,,40,30,,,16,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,13000,108,0,0,1,,,,,,,1,0,0,2.031,4.993
2015-usopen-1101,0:13:43,1,4,1,0,5,1,25,1,1,138,,0,0,,,17,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21022,86,0,0,2,,,,,,,1,0,0,33.999,51.243
2015-usopen-1101,0:15:47,1,4,1,0,6,0,26,2,2,143,,0,15,,,17,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,21010,89,0,0,2,,,,,,,2,0,F,72.930,86.903
2015-usopen-1101,0:16:34,1,4,1,0,6,0,27,1,2,136,,15,15,,,18,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22020,85,0,0,2,,,,,,,2,0,0,18.589,13.225
2015-usopen-1101,0:17:11,1,4,1,0,6,0,28,2,2,193,,15,30,,,18,10,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,21010,120,0,0,2,,,,,,,1,0,F,17.877,18.048
2015-usopen-1101,0:17:35,1,4,1,0,6,0,29,1,2,201,,30,30,,,19,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,22430,125,0,0,2,,,,,,,1,0,0,77.736,55.108
2015-usopen-1101,0:18:12,1,4,1,0,6,0,30,1,2,159,,40,30,,,20,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,99,0,0,2,,,,,,,2,0,0,28.740,24.797
2015-usopen-1101,0:18:48,1,4,1,0,6,0,31,2,2,146,,40,40,,,20,11,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,11020,91,1,0,2,,,,,,,2,0,0,83.783,64.452
2015-usopen-1101,0:19:37,1,4,1,0,6,0,32,2,2,191,,40,AD,,,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,119,0,0,2,,,,,,,1,0,0,11.319,10.797
2015-usopen-1101,0:19:58,1,4,1,0,6,0,33,1,2,146,,40,40,,,21,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,91,0,0,2,,,,,,,2,0,0,24.213,54.262
2015-usopen-1101,0:20:39,1,4,1,0,6,0,34,1,2,196,,AD,40,,,22,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11010,122,0,0,2,,,,,,,1,0,F,109.485,85.299
2015-usopen-1101,0:21:19,1,5,1,0,6,1,35,1,2,173,,0,0,,,23,12,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,,,,,,,,,,,22021,108,1,0,1,,,,,,,2,0,0,50.997,60.659
2015-usopen-1101,0:22:16,1,5,1,0,7,0,36,1,1,170,,15,0,,,24,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,13000,106,0,0,1,,,,,,,1,0,0,2.405,5.069
2015-usopen-1101,0:22:35,1,5,1,0,7,0,37,1,1,189,,30,0,,,25,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,118,0,0,1,,,,,,,1,0,0,17.917,12.464
2015-usopen-1101,0:22:54,1,5,1,0,7,0,38,1,1,168,,40,0,,,26,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,13000,105,0,0,1,,,,,,,1,0,0,2.667,5.686
2015-usopen-1101,0:23:10,1,6,1,1,7,1,39,1,1,189,,0,0,,,27,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21033,118,0,0,2,,,,,,,1,0,0,3.022,9.600
2015-usopen-1101,0:25:43,2,0,0,0,1,0,40,2,2,191,,0,15,,,27,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030,119,0,0,2,,,,,,,1,0,0,57.562,30.331
2015-usopen-1101,0:26:18,2,0,0,0,1,0,41,1,2,133,,15,15,,,28,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22020,83,0,0,2,,,,,,,2,0,0,17.054,15.627
2015-usopen-1101,0:26:53,2,0,0,0,1,0,42,2,2,188,,15,30,,,28,14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,23000,117,0,0,2,,,,,,,1,0,0,4.908,3.468
2015-usopen-1101,0:27:15,2,0,0,0,1,0,43,2,2,202,,15,40,,,28,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,126,0,0,2,,,,,,,1,0,0,6.909,5.545
2015-usopen-1101,0:27:33,2,0,1,0,1,2,44,2,2,207,,0,0,,,28,16,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,23002,129,0,0,1,,,,,,,1,0,0,3.432,4.547
2015-usopen-1101,0:28:26,2,0,1,0,2,0,45,1,1,154,,15,0,,,29,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,96,0,0,1,,,,,,,1,0,0,15.489,18.343
2015-usopen-1101,0:28:45,2,0,1,0,2,0,46,2,1,197,,15,15,,,29,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020,123,0,0,1,,,,,,,1,0,0,24.633,48.547
2015-usopen-1101,0:29:08,2,0,1,0,2,0,47,1,1,136,,30,15,,,30,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,85,0,0,1,,,,,,,2,0,0,16.572,28.980
2015-usopen-1101,0:29:40,2,0,1,0,2,0,48,1,1,164,,40,15,,,31,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,102,0,0,1,,,,,,,2,0,0,12.329,10.118
2015-usopen-1101,0:30:09,2,1,1,0,2,1,49,1,1,146,,0,0,,,32,17,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,22032,91,0,0,2,,,,,,,2,0,0,112.441,95.082
2015-usopen-1101,0:31:13,2,1,1,0,3,0,50,2,2,202,,0,15,,,32,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030,126,0,0,2,,,,,,,1,0,0,18.379,12.451
2015-usopen-1101,0:31:35,2,1,1,0,3,0,51,1,2,173,,15,15,,,33,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,108,0,0,2,,,,,,,1,0,0,88.983,98.579
2015-usopen-1101,0:32:17,2,1,1,0,3,0,52,1,2,209,,30,15,,,34,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,130,0,0,2,,,,,,,1,0,0,32.516,34.144
2015-usopen-1101,0:33:08,2,1,1,0,3,0,53,2,2,157,,30,30,,,34,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,98,0,0,2,,,,,,,2,0,0,98.563,68.520
2015-usopen-1101,0:34:12,2,1,1,0,3,0,54,1,2,157,,40,30,,,35,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22020,98,0,0,2,,,,,,,2,0,0,15.489,11.909
2015-usopen-1101,0:34:50,2,2,1,0,3,1,55,1,2,177,,0,0,,,36,19,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,,,,,,,,,,,21021,110,1,0,1,,,,,,,1,0,0,27.034,21.637
2015-usopen-1101,0:36:59,2,2,1,0,4,0,56,2,1,189,,0,15,,,36,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020,118,0,0,1,,,,,,,1,0,0,47.986,48.711
2015-usopen-1101,0:37:26,2,2,1,0,4,0,57,1,1,189,,15,15,,,37,20,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,11410,118,0,0,1,,,,,,,1,0,F,22.110,5.200
2015-usopen-1101,0:37:50,2,2,1,0,4,0,58,1,1,143,,30,15,,,38,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22020,89,0,0,1,,,,,,,2,0,0,27.844,34.475
2015-usopen-1101,0:38:21,2,2,1,0,4,0,59,1,1,127,,40,15,,,39,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,79,0,0,1,,,,,,,2,0,0,24.695,22.608
2015-usopen-1101,0:38:51,2,3,1,0,4,1,60,1,1,172,,0,0,,,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21032,107,0,0,2,,,,,,,1,0,0,4.554,7.910
2015-usopen-1101,0:39:24,2,3,1,0,5,0,61,2,2,152,,0,15,,,40,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12020,95,0,0,2,,,,,,,2,0,0,84.902,63.816
2015-usopen-1101,0:40:07,2,3,1,0,5,0,62,1,2,191,,15,15,,,41,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12010,119,0,0,2,,,,,,,1,0,B,96.138,93.688
2015-usopen-1101,0:40:46,2,3,1,0,5,0,63,1,2,152,,30,15,,,42,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,95,0,0,2,,,,,,,2,0,0,16.289,16.608
2015-usopen-1101,0:41:26,2,3,1,0,5,0,64,1,2,196,,40,15,,,43,21,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,12010,122,0,0,2,,,,,,,1,0,B,37.799,43.763
2015-usopen-1101,0:42:12,2,3,1,0,5,0,65,2,2,191,,40,30,,,43,22,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,,,,,,,,,,,21010,119,1,0,2,,,,,,,1,0,F,38.054,24.288
2015-usopen-1101,0:42:37,2,4,1,0,5,1,66,1,2,131,,0,0,,,44,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,22031,82,1,0,1,,,,,,,2,0,0,13.766,11.263
2015-usopen-1101,0:44:53,2,4,1,0,6,0,67,1,1,194,,15,0,,,45,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,121,0,0,1,,,,,,,1,0,0,11.850,15.194
2015-usopen-1101,0:45:11,2,4,1,0,6,0,68,1,1,164,,30,0,,,46,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,102,0,0,1,,,,,,,2,0,0,6.870,10.016
2015-usopen-1101,0:45:39,2,4,1,0,6,0,69,1,1,196,,40,0,,,47,22,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,13000,122,0,0,1,,,,,,,1,0,0,3.173,3.724
2015-usopen-1101,0:45:53,2,5,1,0,6,1,70,1,1,189,,0,0,,,48,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12012,118,0,0,2,,,,,,,1,0,B,33.970,39.603
2015-usopen-1101,0:46:27,2,5,1,0,7,0,71,1,2,207,,15,0,,,49,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22020,129,0,0,2,,,,,,,1,0,0,53.806,48.825
2015-usopen-1101,0:46:54,2,5,1,0,7,0,72,2,2,186,,15,15,,,49,23,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,11020,116,0,0,2,,,,,,,1,0,0,44.849,14.472
2015-usopen-1101,0:47:20,2,5,1,0,7,0,73,1,2,168,,30,15,,,50,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12010,105,0,0,2,,,,,,,2,0,B,54.068,52.283
2015-usopen-1101,0:48:02,2,5,1,0,7,0,74,2,2,206,,30,30,,,50,24,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,23000,128,0,0,2,,,,,,,1,0,0,3.251,4.006
2015-usopen-1101,0:48:22,2,5,1,0,7,0,75,1,2,0,,40,30,,,51,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,25000,0,0,0,2,,,,,,,0,0,0,0.682,2.028
2015-usopen-1101,0:48:54,2,6,1,1,7,1,76,1,2,149,,0,0,,,52,24,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,,,,,,,,,,,22023,93,1,0,1,,,,,,,2,0,0,35.778,42.310
2015-usopen-1101,0:52:22,3,0,0,0,1,0,77,1,1,175,,15,0,,,53,24,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,12410,109,0,0,1,,,,,,,1,0,B,39.400,45.184
2015-usopen-1101,0:52:46,3,0,0,0,1,0,78,1,1,188,,30,0,,,54,24,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,11510,117,0,0,1,,,,,,,1,0,F,83.327,80.030
2015-usopen-1101,0:53:25,3,0,0,0,1,0,79,1,1,160,,40,0,,,55,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,100,0,0,1,,,,,,,1,0,0,9.852,13.730
2015-usopen-1101,0:53:43,3,0,0,0,1,0,80,2,1,157,,40,15,,,55,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030,98,0,0,1,,,,,,,2,0,0,21.106,18.077
2015-usopen-1101,0:54:12,3,1,0,0,1,1,81,1,1,197,,0,0,,,56,25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,13002,123,0,0,2,,,,,,,1,0,0,2.333,6.522
2015-usopen-1101,0:55:24,3,1,0,0,2,0,82,2,2,157,,0,15,,,56,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,98,0,0,2,,,,,,,2,0,0,14.774,12.073
2015-usopen-1101,0:55:55,3,1,0,0,2,0,83,1,2,197,,15,15,,,57,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,123,0,0,2,,,,,,,1,0,0,16.949,12.927
2015-usopen-1101,0:56:16,3,1,0,0,2,0,84,2,2,191,,15,30,,,57,27,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,22010,119,0,0,2,,,,,,,1,0,B,32.589,25.335
2015-usopen-1101,0:56:37,3,1,0,0,2,0,85,2,2,154,,15,40,,,57,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030,96,0,0,2,,,,,,,2,0,0,30.397,18.734
2015-usopen-1101,0:57:13,3,1,1,0,2,2,86,2,2,201,,0,0,,,57,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12032,125,0,0,1,,,,,,,1,0,0,12.589,11.112
2015-usopen-1101,0:57:59,3,1,1,0,3,0,87,1,1,170,,15,0,,,58,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,106,0,0,1,,,,,,,1,0,0,8.176,16.598
2015-usopen-1101,0:58:15,3,1,1,0,3,0,88,1,1,186,,30,0,,,59,29,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,11010,116,0,0,1,,,,,,,1,0,F,20.709,22.707
2015-usopen-1101,0:58:34,3,1,1,0,3,0,89,1,1,191,,40,0,,,60,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,119,0,0,1,,,,,,,1,0,0,6.745,8.117
2015-usopen-1101,0:58:50,3,2,1,0,3,1,90,1,1,135,,0,0,,,61,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12012,84,0,0,2,,,,,,,2,0,B,17.326,26.663
2015-usopen-1101,1:01:20,3,2,1,0,4,0,91,1,2,159,,15,0,,,62,29,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,21030,99,0,0,2,,,,,,,2,0,0,38.468,33.930
2015-usopen-1101,1:01:53,3,2,1,0,4,0,92,2,2,188,,15,15,,,62,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21010,117,0,0,2,,,,,,,1,0,F,25.003,17.618
2015-usopen-1101,1:02:15,3,2,1,0,4,0,93,1,2,0,,30,15,,,63,30,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,25000,0,0,0,2,,,,,,,0,0,0,6.926,4.744
2015-usopen-1101,1:02:49,3,2,1,0,4,0,94,1,2,154,,40,15,,,64,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,96,0,0,2,,,,,,,2,0,0,66.407,62.667
2015-usopen-1101,1:03:32,3,3,1,0,4,1,95,1,2,159,,0,0,,,65,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,21031,99,1,0,1,,,,,,,2,0,0,16.972,10.069
2015-usopen-1101,1:04:14,3,3,1,0,5,0,96,1,1,175,,15,0,,,66,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11010,109,0,0,1,,,,,,,1,0,F,15.007,24.885
2015-usopen-1101,1:04:34,3,3,1,0,5,0,97,2,1,152,,15,15,,,66,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12020,95,0,0,1,,,,,,,2,0,0,19.409,30.397
2015-usopen-1101,1:05:06,3,3,1,0,5,0,98,1,1,168,,30,15,,,67,31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,13000,105,0,0,1,,,,,,,1,0,0,2.812,6.083
2015-usopen-1101,1:05:26,3,3,1,0,5,0,99,1,1,196,,40,15,,,68,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,122,0,0,1,,,,,,,1,0,0,3.924,8.747
2015-usopen-1101,1:05:42,3,4,1,0,5,1,100,1,1,193,,0,0,,,69,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11012,120,0,0,2,,,,,,,1,0,F,26.047,38.967
2015-usopen-1101,1:07:40,3,4,1,0,6,0,101,1,2,148,,15,0,,,70,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,92,0,0,2,,,,,,,2,0,0,15.886,11.198
2015-usopen-1101,1:08:10,3,4,1,0,6,0,102,1,2,186,,30,0,,,71,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22020,116,0,0,2,,,,,,,1,0,0,48.530,43.182
2015-usopen-1101,1:08:36,3,4,1,0,6,0,103,1,2,178,,40,0,,,72,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11010,111,0,0,2,,,,,,,1,0,F,15.154,10.837
2015-usopen-1101,1:08:57,3,4,1,0,6,0,104,2,2,168,,40,15,,,72,32,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,21010,105,1,0,2,,,,,,,1,0,F,39.469,31.670
2015-usopen-1101,1:09:22,3,5,1,0,6,1,105,1,2,204,,0,0,,,73,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,21031,127,1,0,1,,,,,,,1,0,0,137.674,133.980
2015-usopen-1101,1:10:08,3,5,1,0,7,0,106,1,1,159,,15,0,,,74,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,99,0,0,1,,,,,,,2,0,0,14.928,17.621
2015-usopen-1101,1:10:35,3,5,1,0,7,0,107,1,1,188,,30,0,,,75,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,14000,117,0,0,1,,,,,,,1,S,0,2.103,6.614
