match_id,ElapsedTime,SetNo,P1GamesWon,P2GamesWon,SetWinner,GameNo,GameWinner,PointNumber,PointWinner,PointServer,Speed_KMH,Rally,P1Score,P2Score,P1Momentum,P2Momentum,P1PointsWon,P2PointsWon,P1Ace,P2Ace,P1Winner,P2Winner,P1DoubleFault,P2DoubleFault,P1UnfErr,P2UnfErr,P1NetPoint,P2NetPoint,P1NetPointWon,P2NetPointWon,P1BreakPoint,P2BreakPoint,P1BreakPointWon,P2BreakPointWon,P1FirstSrvIn,P2FirstSrvIn,P1FirstSrvWon,P2FirstSrvWon,P1SecondSrvIn,P2SecondSrvIn,P1SecondSrvWon,P2SecondSrvWon,P1ForcedError,P2ForcedError,History,Speed_MPH,P1BreakPointMissed,P2BreakPointMissed,ServeIndicator,Serve_Direction,Winner_FH,Winner_BH,ServingTo,P1TurningPoint,P2TurningPoint,ServeNumber,WinnerType,WinnerShotType,P1DistanceRun,P2DistanceRun
2015-frenchopen-1101,0:08:40,1,1,0,0,2,0,16,2,1,147,,40,40,,,9,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,12020,91,0,0,1,,,,,,,2,0,0,30.336,35.371
2015-frenchopen-1101,0:09:33,1,1,0,0,2,0,17,1,1,200,,AD,40,,,10,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,124,0,0,1,,,,,,,1,0,0,10.203,17.282
2015-frenchopen-1101,0:10:03,1,2,0,0,2,1,18,1,1,194,,0,0,,,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22032,120,0,0,2,,,,,,,1,0,0,9.706,11.663
2015-frenchopen-1101,0:10:40,1,2,0,0,3,0,19,1,2,132,,15,0,,,12,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22020,82,0,0,2,,,,,,,2,0,0,23.390,26.087
2015-frenchopen-1101,0:11:27,1,2,0,0,3,0,20,2,2,156,,15,15,,,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030,97,0,0,2,,,,,,,1,0,0,3.573,4.199
2015-frenchopen-1101,0:12:02,1,2,0,0,3,0,21,1,2,135,,30,15,,,13,8,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,11010,83,0,0,2,,,,,,,2,0,F,24.564,29.063
2015-frenchopen-1101,0:12:40,1,2,0,0,3,0,22,2,2,152,,30,30,,,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030,94,0,0,2,,,,,,,1,0,0,31.887,28.432
2015-frenchopen-1101,0:13:20,1,2,0,0,3,0,23,2,2,192,,30,40,,,13,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020,119,0,0,2,,,,,,,1,0,0,7.799,4.594
2015-frenchopen-1101,0:13:44,1,2,1,0,3,2,24,2,2,162,,0,0,,,13,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21012,100,0,0,1,,,,,,,1,0,F,6.989,6.400
2015-frenchopen-1101,0:15:48,1,2,1,0,4,0,25,1,1,195,,15,0,,,14,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,13000,121,0,0,1,,,,,,,1,0,0,0.810,1.395
2015-frenchopen-1101,0:16:08,1,2,1,0,4,0,26,1,1,188,,30,0,,,15,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11510,116,0,0,1,,,,,,,1,0,F,28.554,30.035
2015-frenchopen-1101,0:16:48,1,2,1,0,4,0,27,1,1,197,,40,0,,,16,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,13000,122,0,0,1,,,,,,,1,0,0,0.984,2.272
2015-frenchopen-1101,0:17:11,1,2,1,0,4,0,28,2,1,196,,40,15,,,16,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020,121,0,0,1,,,,,,,1,0,0,1.848,4.693
2015-frenchopen-1101,0:17:32,1,2,1,0,4,0,29,2,1,173,,40,30,,,16,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,12430,107,0,0,1,,,,,,,1,0,0,10.595,9.036
2015-frenchopen-1101,0:18:04,1,2,1,0,4,0,30,2,1,149,,40,40,,,16,14,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,,,,,,,,,,,12020,92,0,0,1,,,,,,,2,0,0,17.879,31.631
2015-frenchopen-1101,0:19:09,1,2,1,0,4,0,31,1,1,180,,AD,40,,,17,14,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,12010,111,0,0,1,,,,,,,1,0,B,6.760,9.222
2015-frenchopen-1101,0:19:39,1,3,1,0,4,1,32,1,1,151,,0,0,,,18,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22022,93,0,0,2,,,,,,,2,0,0,17.258,19.889
2015-frenchopen-1101,0:20:33,1,3,1,0,5,0,33,1,2,132,,15,0,,,19,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22020,82,0,0,2,,,,,,,2,0,0,11.912,11.587
2015-frenchopen-1101,0:21:01,1,3,1,0,5,0,34,2,2,201,,15,15,,,19,15,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,23000,124,0,0,2,,,,,,,1,0,0,0.759,1.024
2015-frenchopen-1101,0:21:21,1,3,1,0,5,0,35,2,2,122,,15,30,,,19,16,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,21010,75,0,0,2,,,,,,,2,0,F,38.463,51.772
2015-frenchopen-1101,0:22:15,1,3,1,0,5,0,36,1,2,133,,30,30,,,20,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11010,82,0,0,2,,,,,,,2,0,F,2.244,4.813
2015-frenchopen-1101,0:22:41,1,3,1,0,5,0,37,2,2,202,,30,40,,,20,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12020,125,0,0,2,,,,,,,1,0,0,10.029,8.751
2015-frenchopen-1101,0:23:13,1,3,2,0,5,2,38,2,2,199,,0,0,,,20,18,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,21012,123,0,0,1,,,,,,,1,0,F,22.533,20.824
2015-frenchopen-1101,0:25:22,1,3,2,0,6,0,39,1,1,134,,15,0,,,21,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11010,83,0,0,1,,,,,,,2,0,F,40.035,39.257
2015-frenchopen-1101,0:26:15,1,3,2,0,6,0,40,2,1,194,,15,15,,,21,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030,120,0,0,1,,,,,,,1,0,0,9.394,9.518
2015-frenchopen-1101,0:26:44,1,3,2,0,6,0,41,1,1,175,,30,15,,,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,108,0,0,1,,,,,,,1,0,0,33.697,42.574
2015-frenchopen-1101,0:27:36,1,3,2,0,6,0,42,2,1,159,,30,30,,,22,20,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,11020,98,0,0,1,,,,,,,2,0,0,19.063,18.649
2015-frenchopen-1101,0:28:26,1,3,2,0,6,0,43,1,1,194,,40,30,,,23,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,14000,120,0,0,1,,,,,,,1,S,0,0.709,2.002
2015-frenchopen-1101,0:28:49,1,4,2,0,6,1,44,1,1,193,,0,0,,,24,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21022,120,0,0,2,,,,,,,1,0,0,12.751,14.120
2015-frenchopen-1101,0:29:33,1,4,2,0,7,0,45,1,2,138,,15,0,,,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,85,0,0,2,,,,,,,2,0,0,16.964,11.901
2015-frenchopen-1101,0:30:08,1,4,2,0,7,0,46,1,2,123,,30,0,,,26,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,76,0,0,2,,,,,,,2,0,0,16.906,25.197
2015-frenchopen-1101,0:30:43,1,4,2,0,7,0,47,1,2,186,,40,0,,,27,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22020,115,0,0,2,,,,,,,1,0,0,12.531,12.417
2015-frenchopen-1101,0:31:11,1,4,2,0,7,0,48,2,2,174,,40,15,,,27,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,12030,108,1,0,2,,,,,,,1,0,0,3.313,2.923
2015-frenchopen-1101,0:31:41,1,5,2,0,7,1,49,1,2,124,,0,0,,,28,21,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,11511,77,1,0,1,,,,,,,2,0,F,23.907,25.290
2015-frenchopen-1101,0:33:41,1,5,2,0,8,0,50,1,1,0,,15,0,,,29,21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,13000,0,0,0,1,,,,,,,1,0,0,0.818,1.317
2015-frenchopen-1101,0:34:00,1,5,2,0,8,0,51,1,1,152,,30,0,,,30,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,94,0,0,1,,,,,,,2,0,0,1.988,2.960
2015-frenchopen-1101,0:34:26,1,5,2,0,8,0,52,1,1,196,,40,0,,,31,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,121,0,0,1,,,,,,,1,0,0,6.886,9.145
2015-frenchopen-1101,0:34:51,1,6,2,1,8,1,53,1,1,191,,0,0,,,32,21,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,22033,118,0,0,2,,,,,,,1,0,0,9.596,7.714
2015-frenchopen-1101,0:37:00,2,0,0,0,1,0,54,2,2,117,,0,15,,,32,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12020,72,0,0,2,,,,,,,2,0,0,2.314,4.239
2015-frenchopen-1101,0:37:21,2,0,0,0,1,0,55,2,2,135,,0,30,,,32,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12020,83,0,0,2,,,,,,,2,0,0,19.000,22.392
2015-frenchopen-1101,0:37:58,2,0,0,0,1,0,56,2,2,120,,0,40,,,32,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020,74,0,0,2,,,,,,,2,0,0,16.618,16.200
2015-frenchopen-1101,0:38:44,2,0,0,0,1,0,57,1,2,199,,15,40,,,33,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,123,0,0,2,,,,,,,1,0,0,5.991,8.660
2015-frenchopen-1101,0:39:10,2,0,1,0,1,2,58,2,2,112,,0,0,,,33,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11022,69,0,0,1,,,,,,,2,0,0,9.739,12.557
2015-frenchopen-1101,0:40:20,2,0,1,0,2,0,59,1,1,180,,15,0,,,34,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,111,0,0,1,,,,,,,1,0,0,8.101,10.768
2015-frenchopen-1101,0:40:43,2,0,1,0,2,0,60,1,1,179,,30,0,,,35,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,111,0,0,1,,,,,,,1,0,0,1.584,2.704
2015-frenchopen-1101,0:41:06,2,0,1,0,2,0,61,1,1,172,,40,0,,,36,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11010,106,0,0,1,,,,,,,1,0,F,0.000,0.000
2015-frenchopen-1101,0:41:29,2,1,1,0,2,1,62,1,1,190,,0,0,,,37,25,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,22032,118,0,0,2,,,,,,,1,0,0,16.654,18.380
2015-frenchopen-1101,0:42:09,2,1,1,0,3,0,63,2,2,127,,0,15,,,37,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22010,78,0,0,2,,,,,,,2,0,B,31.090,42.665
2015-frenchopen-1101,0:42:57,2,1,1,0,3,0,64,1,2,158,,15,15,,,38,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12010,98,0,0,2,,,,,,,1,0,B,12.226,15.864
2015-frenchopen-1101,0:43:29,2,1,1,0,3,0,65,2,2,189,,15,30,,,38,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030,117,0,0,2,,,,,,,1,0,0,0.000,0.000
2015-frenchopen-1101,0:43:47,2,1,1,0,3,0,66,2,2,160,,15,40,,,38,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12020,99,0,0,2,,,,,,,1,0,0,2.839,3.498
2015-frenchopen-1101,0:44:08,2,1,1,0,3,0,67,1,2,126,,30,40,,,39,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12010,78,0,0,2,,,,,,,2,0,B,32.076,23.080
2015-frenchopen-1101,0:44:55,2,1,2,0,3,2,68,2,2,154,,0,0,,,39,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11022,95,0,0,1,,,,,,,1,0,0,0.000,0.000
2015-frenchopen-1101,0:47:04,2,1,2,0,4,0,69,2,1,196,,0,15,,,39,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020,121,0,0,1,,,,,,,1,0,0,4.557,6.263
2015-frenchopen-1101,0:47:30,2,1,2,0,4,0,70,1,1,192,,15,15,,,40,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22020,119,0,0,1,,,,,,,1,0,0,13.022,18.774
2015-frenchopen-1101,0:48:07,2,1,2,0,4,0,71,2,1,167,,15,30,,,40,31,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,11030,103,0,0,1,,,,,,,2,0,0,21.351,31.796
2015-frenchopen-1101,0:49:02,2,1,2,0,4,0,72,2,1,185,,15,40,,,40,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21010,115,0,0,1,,,,,,,1,0,F,18.094,26.676
2015-frenchopen-1101,0:49:45,2,1,3,0,4,2,73,2,1,188,,0,0,,,40,33,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,,,,,,,,,,,22011,116,0,1,2,,,,,,,1,0,B,15.201,26.285
2015-frenchopen-1101,0:50:28,2,1,3,0,5,0,74,2,2,193,,0,15,,,40,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21010,120,0,0,2,,,,,,,1,0,F,5.255,6.591
2015-frenchopen-1101,0:50:47,2,1,3,0,5,0,75,2,2,198,,0,30,,,40,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030,123,0,0,2,,,,,,,1,0,0,18.870,13.280
2015-frenchopen-1101,0:51:19,2,1,3,0,5,0,76,1,2,122,,15,30,,,41,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11010,75,0,0,2,,,,,,,2,0,F,5.213,4.382
2015-frenchopen-1101,0:51:43,2,1,3,0,5,0,77,2,2,145,,15,40,,,41,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21010,90,0,0,2,,,,,,,1,0,F,7.547,7.813
2015-frenchopen-1101,0:52:05,2,1,4,0,5,2,78,2,2,195,,0,0,,,41,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11032,121,0,0,1,,,,,,,1,0,0,2.732,4.123
2015-frenchopen-1101,0:53:52,2,1,4,0,6,0,79,2,1,191,,0,15,,,41,38,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,11020,118,0,0,1,,,,,,,1,0,0,7.429,7.670
2015-frenchopen-1101,0:54:20,2,1,4,0,6,0,80,1,1,145,,15,15,,,42,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,90,0,0,1,,,,,,,2,0,0,3.079,3.853
2015-frenchopen-1101,0:54:49,2,1,4,0,6,0,81,2,1,202,,15,30,,,42,39,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,12430,125,0,0,1,,,,,,,1,0,0,0.000,0.000
2015-frenchopen-1101,0:55:25,2,1,4,0,6,0,82,1,1,167,,30,30,,,43,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,103,0,0,1,,,,,,,1,0,0,13.811,20.960
2015-frenchopen-1101,0:55:56,2,1,4,0,6,0,83,2,1,198,,30,40,,,43,40,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,11030,123,0,0,1,,,,,,,1,0,0,29.181,51.212
2015-frenchopen-1101,0:56:52,2,1,4,0,6,0,84,1,1,188,,40,40,,,44,40,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,,,,,,,,,,,12410,116,0,1,1,,,,,,,1,0,B,36.258,43.640
2015-frenchopen-1101,0:57:43,2,1,4,0,6,0,85,1,1,200,,AD,40,,,45,40,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,22030,124,0,0,1,,,,,,,1,0,0,10.721,10.056
2015-frenchopen-1101,0:58:29,2,1,4,0,6,0,86,2,1,149,,40,40,,,45,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21010,92,0,0,1,,,,,,,2,0,F,16.243,16.196
2015-frenchopen-1101,0:59:14,2,1,4,0,6,0,87,1,1,198,,AD,40,,,46,41,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,13000,123,0,0,1,,,,,,,1,0,0,0.950,2.032
2015-frenchopen-1101,0:59:41,2,2,4,0,6,1,88,1,1,146,,0,0,,,47,41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21022,90,0,0,2,,,,,,,2,0,0,0.000,0.000
2015-frenchopen-1101,1:00:29,2,2,4,0,7,0,89,2,2,127,,0,15,,,47,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,78,0,0,2,,,,,,,2,0,0,6.950,9.176
2015-frenchopen-1101,1:00:56,2,2,4,0,7,0,90,1,2,151,,15,15,,,48,42,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,22030,93,0,0,2,,,,,,,1,0,0,17.428,18.326
2015-frenchopen-1101,1:01:25,2,2,4,0,7,0,91,2,2,194,,15,30,,,48,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,120,0,0,2,,,,,,,1,0,0,3.968,4.324
2015-frenchopen-1101,1:01:46,2,2,4,0,7,0,92,2,2,124,,15,40,,,48,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020,77,0,0,2,,,,,,,2,0,0,3.760,2.886
2015-frenchopen-1101,1:02:12,2,2,5,0,7,2,93,2,2,107,,0,0,,,48,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11022,66,0,0,1,,,,,,,2,0,0,3.579,3.644
2015-frenchopen-1101,1:04:03,2,2,5,0,8,0,94,1,1,180,,15,0,,,49,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,111,0,0,1,,,,,,,1,0,0,1.831,2.927
2015-frenchopen-1101,1:04:23,2,2,5,0,8,0,95,2,1,187,,15,15,,,49,46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21010,116,0,0,1,,,,,,,1,0,F,3.430,2.561
2015-frenchopen-1101,1:04:46,2,2,5,0,8,0,96,1,1,180,,30,15,,,50,46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12010,111,0,0,1,,,,,,,1,0,B,6.104,10.596
2015-frenchopen-1101,1:05:11,2,2,5,0,8,0,97,2,1,183,,30,30,,,50,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030,113,0,0,1,,,,,,,1,0,0,11.186,14.621
2015-frenchopen-1101,1:05:43,2,2,5,0,8,0,98,1,1,197,,40,30,,,51,47,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,13000,122,0,0,1,,,,,,,1,0,0,0.906,1.985
2015-frenchopen-1101,1:06:04,2,3,5,0,8,1,99,1,1,188,,0,0,,,52,47,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,22032,116,0,0,2,,,,,,,1,0,0,10.926,14.832
2015-frenchopen-1101,1:07:10,2,3,5,0,9,0,100,2,2,0,,0,15,,,52,48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22010,0,0,0,2,,,,,,,2,0,B,0.000,0.000
2015-frenchopen-1101,1:07:28,2,3,5,0,9,0,101,2,2,113,,0,30,,,52,49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020,70,0,0,2,,,,,,,2,0,0,0.000,0.000
2015-frenchopen-1101,1:07:54,2,3,5,0,9,0,102,1,2,125,,15,30,,,52,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,77,0,0,2,,,,,,,2,0,0,8.070,4.761
2015-frenchopen-1101,1:08:54,,,,0,,0,103,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,1,,,,,,,,0,0,0.000,0.000
2015-frenchopen-1101,1:08:49,2,3,5,1,9,2,104,1,2,187,,40,40,,,55,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,116,0,0,2,,,,,,,1,0,0,45.891,48.227
2015-frenchopen-1101,1:09:47,2,3,5,0,9,0,105,1,2,147,,40,15,,,56,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,91,0,0,2,,,,,,,1,0,0,28.988,32.752
2015-frenchopen-1101,1:12:01,2,3,5,0,9,0,106,1,1,145,,15,0,,,57,49,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,,,,,,,,,,,21020,90,1,0,1,,,,,,,2,0,0,8.884,12.596
