match_id,ElapsedTime,SetNo,P1GamesWon,P2GamesWon,SetWinner,GameNo,GameWinner,PointNumber,PointWinner,PointServer,Speed_KMH,Rally,P1Score,P2Score,P1Momentum,P2Momentum,P1PointsWon,P2PointsWon,P1Ace,P2Ace,P1Winner,P2Winner,P1DoubleFault,P2DoubleFault,P1UnfErr,P2UnfErr,P1NetPoint,P2NetPoint,P1NetPointWon,P2NetPointWon,P1BreakPoint,P2BreakPoint,P1BreakPointWon,P2BreakPointWon,P1FirstSrvIn,P2FirstSrvIn,P1FirstSrvWon,P2FirstSrvWon,P1SecondSrvIn,P2SecondSrvIn,P1SecondSrvWon,P2SecondSrvWon,P1ForcedError,P2ForcedError,History,Speed_MPH,P1BreakPointMissed,P2BreakPointMissed,ServeIndicator,Serve_Direction,Winner_FH,Winner_BH,ServingTo,P1TurningPoint,P2TurningPoint,ServeNumber,WinnerType,WinnerShotType,P1DistanceRun,P2DistanceRun,RallyCount,ServeWidth,ServeDepth,ReturnDepth
2024-wimbledon-1101,0:04:49,1,1,0,0,2,0,9,2,2,157,,0,15,9,5,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22010,98,0,0,2,,,,,,,2,0,B,11.156,12.054,3,C,NCTL,ND
2024-wimbledon-1101,0:05:30,1,1,0,0,2,0,10,1,2,188,,15,15,11,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,117,0,0,2,,,,,,,1,0,0,30.571,32.270,8,W,CTL,D
2024-wimbledon-1101,0:06:07,1,1,0,0,2,0,11,2,2,160,,15,30,9,5,6,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020,100,0,0,2,,,,,,,2,0,0,17.572,17.385,5,BC,NCTL,D
2024-wimbledon-1101,0:06:51,1,1,0,0,2,0,12,2,2,128,,15,40,9,8,6,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22410,80,0,0,2,,,,,,,2,0,B,35.496,31.543,9,BW,NCTL,ND
2024-wimbledon-1101,0:07:44,1,1,0,0,2,0,13,1,2,173,,30,40,12,8,7,6,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,11410,108,0,0,2,,,,,,,1,0,F,23.492,17.830,6,BW,NCTL,
2024-wimbledon-1101,0:08:23,1,1,1,0,2,2,14,2,2,172,,0,0,11,12,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11032,107,0,0,1,,,,,,,1,0,0,6.512,5.511,1,B,NCTL,ND
2024-wimbledon-1101,0:09:04,1,1,1,0,3,0,15,1,1,172,,15,0,13,11,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,107,0,0,1,,,,,,,2,0,0,25.651,26.321,9,B,CTL,D
2024-wimbledon-1101,0:10:05,1,1,1,0,3,0,16,1,1,156,,30,0,14,9,9,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22020,97,0,0,1,,,,,,,2,0,0,26.689,22.092,7,W,CTL,ND
2024-wimbledon-1101,0:11:08,1,1,1,0,3,0,17,1,1,188,,40,0,18,9,10,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,13000,117,0,0,1,,,,,,,1,0,0,0.750,1.239,1,W,CTL,
2024-wimbledon-1101,0:11:31,1,1,1,0,3,0,18,2,1,173,,40,15,18,12,10,8,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,21010,108,0,0,1,,,,,,,2,0,F,4.736,6.184,2,BC,NCTL,ND
2024-wimbledon-1101,0:12:09,1,1,1,0,3,0,19,2,1,172,,40,30,16,13,10,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12020,107,0,0,1,,,,,,,2,0,0,7.195,8.629,2,C,NCTL,ND
2024-wimbledon-1101,0:12:50,1,1,1,0,3,0,20,2,1,168,,40,40,16,16,10,10,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,21010,105,0,0,1,,,,,,,2,0,F,21.433,23.034,6,B,NCTL,ND
2024-wimbledon-1101,0:13:40,1,1,1,0,3,0,21,1,1,180,,AD,40,17,14,11,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,112,0,0,1,,,,,,,2,0,0,9.668,10.050,3,W,NCTL,D
2024-wimbledon-1101,0:14:19,1,2,1,0,3,1,22,1,1,197,,0,0,21,13,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21032,123,0,0,2,,,,,,,1,0,0,3.844,5.901,1,C,NCTL,D
2024-wimbledon-1101,0:16:27,1,2,1,0,4,0,23,2,2,188,,0,15,21,16,12,11,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,22010,117,0,0,2,,,,,,,1,0,B,12.248,15.261,3,C,NCTL,ND
2024-wimbledon-1101,0:16:56,1,2,1,0,4,0,24,2,2,177,,0,30,20,18,12,12,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,11030,110,0,0,2,,,,,,,1,0,0,46.282,24.434,5,C,NCTL,ND
2024-wimbledon-1101,0:17:30,1,2,1,0,4,0,25,1,2,193,,15,30,21,16,13,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22020,120,0,0,2,,,,,,,1,0,0,7.968,5.033,2,BC,NCTL,ND
2024-wimbledon-1101,0:17:58,1,2,1,0,4,0,26,1,2,170,,30,30,22,14,14,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22020,106,0,0,2,,,,,,,2,0,0,17.606,20.751,4,C,NCTL,D
2024-wimbledon-1101,0:18:58,1,2,1,0,4,0,27,1,2,185,,40,30,23,12,15,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22020,115,0,0,2,,,,,,,1,0,0,14.734,11.760,4,B,NCTL,ND
2024-wimbledon-1101,0:19:29,1,2,1,0,4,0,28,2,2,178,,40,40,22,14,15,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,11030,111,1,0,2,,,,,,,1,0,0,6.799,5.346,1,C,NCTL,ND
2024-wimbledon-1101,0:19:52,1,2,1,0,4,0,29,2,2,172,,40,AD,20,15,15,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020,107,0,0,2,,,,,,,1,0,0,12.284,11.110,3,C,CTL,D
2024-wimbledon-1101,0:20:23,1,2,2,0,4,2,30,2,2,159,,0,0,20,20,15,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22412,99,0,0,1,,,,,,,2,0,B,46.478,41.512,13,BC,CTL,D
2024-wimbledon-1101,0:21:48,1,2,2,0,5,0,31,1,1,194,,15,0,22,19,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,121,0,0,1,,,,,,,1,0,0,4.124,4.558,1,BC,CTL,ND
2024-wimbledon-1101,0:22:09,1,2,2,0,5,0,32,1,1,167,,30,0,25,19,17,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,14000,104,0,0,1,,,,,,,2,S,0,3.549,4.329,1,B,NCTL,ND
2024-wimbledon-1101,0:22:43,1,2,2,0,5,0,33,1,1,193,,40,0,26,17,18,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,120,0,0,1,,,,,,,1,0,0,15.477,14.385,5,C,NCTL,ND
2024-wimbledon-1101,0:23:09,1,2,2,0,5,0,34,2,1,162,,40,15,26,20,18,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21010,101,0,0,1,,,,,,,2,0,F,3.779,4.291,2,B,NCTL,D
2024-wimbledon-1101,0:23:46,1,3,2,0,5,1,35,1,1,162,,0,0,30,19,19,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22032,101,0,0,2,,,,,,,2,0,0,2.060,2.116,1,BC,NCTL,
2024-wimbledon-1101,0:25:43,1,3,2,0,6,0,36,1,2,175,,15,0,31,17,20,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22020,109,0,0,2,,,,,,,1,0,0,7.319,4.734,2,W,NCTL,ND
2024-wimbledon-1101,0:26:06,1,3,2,0,6,0,37,1,2,0,,30,0,32,13,21,16,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,25000,0,0,0,2,,,,,,,0,0,0,2.262,2.898,0,B,CTL,
2024-wimbledon-1101,0:26:42,1,3,2,0,6,0,38,2,2,143,,30,15,30,14,21,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020,89,0,0,2,,,,,,,2,0,0,30.787,21.372,3,B,NCTL,ND
2024-wimbledon-1101,0:27:24,1,3,2,0,6,0,39,1,2,156,,40,15,31,12,22,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,97,0,0,2,,,,,,,2,0,0,12.183,13.235,4,BC,NCTL,ND
2024-wimbledon-1101,0:28:09,1,4,2,0,6,1,40,1,2,193,,0,0,38,10,23,17,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,11011,120,1,0,1,,,,,,,1,0,F,27.966,19.731,6,C,NCTL,ND
2024-wimbledon-1101,0:28:54,1,4,2,0,7,0,41,1,1,196,,15,0,40,9,24,17,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,22030,122,0,0,1,,,,,,,1,0,0,10.531,6.393,1,C,NCTL,ND
2024-wimbledon-1101,0:29:15,1,4,2,0,7,0,42,1,1,201,,30,0,42,8,25,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,125,0,0,1,,,,,,,1,0,0,4.724,6.268,1,B,NCTL,ND
2024-wimbledon-1101,0:29:38,1,4,2,0,7,0,43,1,1,181,,40,0,43,6,26,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,113,0,0,1,,,,,,,2,0,0,24.217,28.118,7,B,NCTL,ND
2024-wimbledon-1101,0:30:18,1,4,2,0,7,0,44,2,1,154,,40,15,42,8,26,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,96,0,0,1,,,,,,,2,0,0,8.835,9.955,2,W,CTL,ND
2024-wimbledon-1101,0:30:52,1,5,2,0,7,1,45,1,1,173,,0,0,47,8,27,18,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,12412,108,0,0,2,,,,,,,2,0,B,18.410,19.475,5,B,NCTL,ND
2024-wimbledon-1101,0:32:49,1,5,2,0,8,0,46,2,2,148,,0,15,46,10,27,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,92,0,0,2,,,,,,,2,0,0,19.455,17.717,5,BC,NCTL,ND
2024-wimbledon-1101,0:33:24,1,5,2,0,8,0,47,2,2,173,,0,30,45,12,27,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030,108,0,0,2,,,,,,,1,0,0,17.011,15.059,3,W,NCTL,
2024-wimbledon-1101,0:33:52,1,5,2,0,8,0,48,2,2,175,,0,40,45,16,27,21,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,23000,109,0,0,2,,,,,,,1,0,0,0.883,0.726,1,W,CTL,
2024-wimbledon-1101,0:34:14,1,5,3,0,8,2,49,2,2,197,,0,0,43,19,27,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11022,123,0,0,1,,,,,,,1,0,0,13.796,11.917,3,W,CTL,D
2024-wimbledon-1101,0:34:57,1,5,3,0,9,0,50,1,1,173,,15,0,46,19,28,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11010,108,0,0,1,,,,,,,2,0,F,7.443,8.617,3,BC,NCTL,D
2024-wimbledon-1101,0:35:34,1,5,3,0,9,0,51,2,1,197,,15,15,44,20,28,23,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,11020,123,0,0,1,,,,,,,1,0,0,12.514,13.087,4,BC,NCTL,ND
2024-wimbledon-1101,0:36:03,1,5,3,0,9,0,52,1,1,191,,30,15,48,20,29,23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,13000,119,0,0,1,,,,,,,1,0,0,0.521,0.983,1,W,CTL,
2024-wimbledon-1101,0:36:25,1,5,3,0,9,0,53,1,1,189,,40,15,51,20,30,23,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,11010,118,0,0,1,,,,,,,1,0,F,21.230,8.630,3,C,CTL,ND
2024-wimbledon-1101,0:36:55,1,6,3,1,9,1,54,1,1,170,,0,0,57,15,31,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21023,106,0,0,2,,,,,,,2,0,0,10.793,11.122,3,BC,NCTL,D
2024-wimbledon-1101,0:39:26,2,0,0,0,1,0,55,1,2,178,,15,0,58,13,32,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,111,0,0,2,,,,,,,1,0,0,29.098,28.455,6,B,NCTL,D
2024-wimbledon-1101,0:40:04,2,0,0,0,1,0,56,2,2,160,,15,15,57,15,32,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030,100,0,0,2,,,,,,,2,0,0,5.191,5.077,1,B,NCTL,ND
2024-wimbledon-1101,0:40:44,2,0,0,0,1,0,57,2,2,201,,15,30,56,17,32,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030,125,0,0,2,,,,,,,1,0,0,4.288,3.526,1,C,NCTL,ND
2024-wimbledon-1101,0:41:05,2,0,0,0,1,0,58,2,2,199,,15,40,55,19,32,26,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,11030,124,0,0,2,,,,,,,1,0,0,39.125,38.362,11,BW,NCTL,D
2024-wimbledon-1101,0:41:50,2,0,1,0,1,2,59,2,2,162,,0,0,53,22,32,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12022,101,0,0,1,,,,,,,1,0,0,20.236,19.605,5,W,CTL,D
2024-wimbledon-1101,0:42:51,2,0,1,0,2,0,60,1,1,204,,15,0,54,20,33,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,127,0,0,1,,,,,,,1,0,0,10.511,9.443,3,C,CTL,D
2024-wimbledon-1101,0:43:13,2,0,1,0,2,0,61,1,1,159,,30,0,55,18,34,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22020,99,0,0,1,,,,,,,2,0,0,39.517,39.854,11,BW,CTL,D
2024-wimbledon-1101,0:44:04,2,0,1,0,2,0,62,1,1,191,,40,0,58,18,35,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11010,119,0,0,1,,,,,,,1,0,F,9.795,10.528,3,C,NCTL,ND
2024-wimbledon-1101,0:44:30,2,1,1,0,2,1,63,1,1,186,,0,0,64,18,36,27,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,13002,116,0,0,2,,,,,,,1,0,0,3.954,6.575,1,C,NCTL,
2024-wimbledon-1101,0:45:04,2,1,1,0,3,0,64,1,2,138,,15,0,66,17,37,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,86,0,0,2,,,,,,,2,0,0,12.408,11.824,4,BC,NCTL,ND
2024-wimbledon-1101,0:45:45,2,1,1,0,3,0,65,1,2,167,,30,0,67,15,38,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22020,104,0,0,2,,,,,,,2,0,0,15.419,18.767,4,BC,NCTL,ND
2024-wimbledon-1101,0:46:36,2,1,1,0,3,0,66,2,2,193,,30,15,66,17,38,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030,120,0,0,2,,,,,,,1,0,0,11.158,10.963,1,C,NCTL,ND
2024-wimbledon-1101,0:46:59,2,1,1,0,3,0,67,2,2,177,,30,30,66,20,38,29,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,21010,110,0,0,2,,,,,,,1,0,F,47.440,42.849,13,BC,NCTL,ND
2024-wimbledon-1101,0:47:49,2,1,1,0,3,0,68,1,2,185,,40,30,67,18,39,29,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,21020,115,0,0,2,,,,,,,1,0,0,16.814,18.355,4,BC,NCTL,ND
2024-wimbledon-1101,0:48:26,2,2,1,0,3,1,69,1,2,165,,0,0,75,16,40,29,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,11011,103,1,0,1,,,,,,,1,0,F,29.256,29.838,8,C,NCTL,D
2024-wimbledon-1101,0:50:17,2,2,1,0,4,0,70,2,1,177,,0,15,75,19,40,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21010,110,0,0,1,,,,,,,2,0,F,7.549,7.401,2,BW,NCTL,ND
2024-wimbledon-1101,0:50:55,2,2,1,0,4,0,71,2,1,149,,0,30,74,21,40,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030,93,0,0,1,,,,,,,2,0,0,21.016,23.342,6,W,CTL,ND
2024-wimbledon-1101,0:51:40,2,2,1,0,4,0,72,2,1,168,,0,40,72,22,40,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020,105,0,0,1,,,,,,,2,0,0,15.269,15.505,4,BW,NCTL,D
2024-wimbledon-1101,0:52:26,2,2,1,0,4,0,73,1,1,188,,15,40,75,22,41,32,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,14000,117,0,1,1,,,,,,,1,S,0,1.311,1.904,1,W,CTL,
2024-wimbledon-1101,0:52:52,2,2,1,0,4,0,74,1,1,186,,30,40,77,21,42,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,21030,116,0,1,1,,,,,,,1,0,0,3.309,5.320,1,W,CTL,ND
2024-wimbledon-1101,0:53:19,2,2,1,0,4,0,75,1,1,157,,40,40,78,19,43,32,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,22020,98,0,1,1,,,,,,,2,0,0,37.855,38.249,9,B,NCTL,ND
2024-wimbledon-1101,0:54:28,2,2,1,0,4,0,76,1,1,185,,AD,40,82,19,44,32,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,13000,115,0,0,1,,,,,,,1,0,0,0.738,0.993,1,W,CTL,
2024-wimbledon-1101,0:54:49,2,2,1,0,4,0,77,2,1,199,,40,40,80,20,44,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020,124,0,0,1,,,,,,,1,0,0,6.217,9.187,2,C,NCTL,ND
2024-wimbledon-1101,0:55:17,2,2,1,0,4,0,78,1,1,191,,AD,40,84,20,45,33,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,13000,119,0,0,1,,,,,,,1,0,0,0.805,1.377,1,W,CTL,
2024-wimbledon-1101,0:55:42,2,3,1,0,4,1,79,1,1,196,,0,0,88,19,46,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21032,122,0,0,2,,,,,,,1,0,0,11.875,10.491,1,C,NCTL,D
2024-wimbledon-1101,0:56:23,2,3,1,0,5,0,80,2,2,194,,0,15,86,20,46,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12020,121,0,0,2,,,,,,,1,0,0,10.808,9.045,3,C,NCTL,ND
2024-wimbledon-1101,0:56:44,2,3,1,0,5,0,81,1,2,181,,15,15,87,18,47,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,113,0,0,2,,,,,,,2,0,0,6.750,5.506,2,B,NCTL,ND
2024-wimbledon-1101,0:57:19,2,3,1,0,5,0,82,2,2,180,,15,30,85,19,47,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020,112,0,0,2,,,,,,,1,0,0,36.031,27.148,9,W,NCTL,D
2024-wimbledon-1101,0:57:59,2,3,1,0,5,0,83,1,2,0,,30,30,86,15,48,35,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,25000,0,0,0,2,,,,,,,0,0,0,1.276,1.529,0,W,CTL,
2024-wimbledon-1101,0:58:37,2,3,1,0,5,0,84,2,2,168,,30,40,85,17,48,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,105,0,0,2,,,,,,,1,0,0,6.051,4.172,1,W,CTL,ND
2024-wimbledon-1101,0:59:13,2,3,1,0,5,0,85,1,2,135,,40,40,86,15,49,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,84,0,0,2,,,,,,,1,0,0,9.950,8.954,2,W,CTL,ND
2024-wimbledon-1101,0:59:40,2,3,1,0,5,0,86,2,2,180,,40,AD,86,18,49,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21010,112,0,0,2,,,,,,,1,0,F,11.192,8.855,3,W,CTL,ND
2024-wimbledon-1101,1:00:21,2,3,1,0,5,0,87,1,2,162,,40,40,88,17,50,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,22430,101,0,0,2,,,,,,,2,0,0,4.474,5.954,2,BC,NCTL,ND
2024-wimbledon-1101,1:01:03,2,3,1,0,5,0,88,2,2,202,,40,AD,87,19,50,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030,126,0,0,2,,,,,,,1,0,0,6.083,5.163,1,C,NCTL,D
2024-wimbledon-1101,1:01:27,2,3,2,0,5,2,89,2,2,191,,0,0,87,24,50,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21012,119,0,0,1,,,,,,,1,0,F,10.591,8.199,3,W,CTL,ND
2024-wimbledon-1101,1:03:07,2,3,2,0,6,0,90,1,1,199,,15,0,90,24,51,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11010,124,0,0,1,,,,,,,1,0,F,0.000,0.000,3,,,
2024-wimbledon-1101,1:03:35,2,3,2,0,6,0,91,2,1,164,,15,15,90,27,51,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21010,102,0,0,1,,,,,,,2,0,F,3.675,4.507,2,BC,NCTL,ND
2024-wimbledon-1101,1:04:13,2,3,2,0,6,0,92,1,1,180,,30,15,94,27,52,40,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,13000,112,0,0,1,,,,,,,1,0,0,0.654,1.037,1,W,CTL,
2024-wimbledon-1101,1:04:36,2,3,2,0,6,0,93,2,1,141,,30,30,93,29,52,41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,11030,88,0,0,1,,,,,,,2,0,0,32.971,24.390,6,B,NCTL,ND
2024-wimbledon-1101,1:05:46,2,3,2,0,6,0,94,2,1,196,,30,40,91,30,52,42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12020,122,0,0,1,,,,,,,1,0,0,17.763,23.545,6,B,NCTL,D
